mz,diff,reference,formula,formula_isotopefree,formula_ion,homseries,totalc,H.C,O.C,C,H,O,N,S,P,Cl,Na,C13
844.9756552,0.9708931,845.983753,C_37 H_10 O_21 N_4,C37H10N4O21,C_37 H_9 O_21 N_4,2,37,0.27,0.568,37,10,21,4,0,0,0,0,0
845.1989481,0.4447604,846.2066009,C_35 H_42 O_24,C35H42O24,C_35 H_41 O_24,353,35,1.2,0.686,35,42,24,0,0,0,0,0,0
845.2511412,0.2070703,846.2582424,C_40 H_46 O_20,C40H46O20,C_40 H_45 O_20,340,40,1.15,0.5,40,46,20,0,0,0,0,0,0
845.2662696,0.0561213,846.2734985,C_44 H_46 O_17,C44H46O17,C_44 H_45 O_17,102,44,1.045,0.386,44,46,17,0,0,0,0,0,0
845.3027255,0.1394761,846.3098839,C_45 H_50 O_16,C45H50O16,C_45 H_49 O_16,121,45,1.111,0.356,45,50,16,0,0,0,0,0,0
845.3861238,0.0295678,846.3933753,C_59 H_50 O_2 N_4,C59H50N4O2,C_59 H_49 O_2 N_4,2,59,0.847,0.034,59,50,2,4,0,0,0,0,0
845.4150366,0.1170196,846.422412,C_45 H_66 O_13 S_1,C45H66O13S,C_45 H_65 O_13 S_1,2,45,1.467,0.289,45,66,13,0,1,0,0,0,0
845.9796949,0.1611973,846.9871079,C_36 H_10 O_21 N_4 C13_1,C37H10N4O21,C_36 H_9 O_21 N_4 C13_1,2,37,0.27,0.568,36,10,21,4,0,0,0,0,1
846.30657,0.7172466,847.3132387,C_44 H_50 O_16 C13_1,C45H50O16,C_44 H_49 O_16 C13_1,121,45,1.111,0.356,44,50,16,0,0,0,0,0,1
846.3894697,0.0189097,847.3967301,C_58 H_50 O_2 N_4 C13_1,C59H50N4O2,C_58 H_49 O_2 N_4 C13_1,2,59,0.847,0.034,58,50,2,4,0,0,0,0,1
846.4191274,0.7516641,847.4257669,C_44 H_66 O_13 S_1 C13_1,C45H66O13S,C_44 H_65 O_13 S_1 C13_1,2,45,1.467,0.289,44,66,13,0,1,0,0,0,1
846.5170939,0.2556422,847.524587,C_61 H_70 N_1 P_1,C61H70NP,C_61 H_69 N_1 P_1,3,61,1.148,0,61,70,0,1,0,1,0,0,0
846.712514,0.9882546,847.7206282,C_59 H_93 O_2 N_1,C59H93NO2,C_59 H_92 O_2 N_1,4,59,1.576,0.034,59,93,2,1,0,0,0,0,0
847.1215262,0.5326538,848.1283509,C_36 H_32 O_24,C36H32O24,C_36 H_31 O_24,291,36,0.889,0.667,36,32,24,0,0,0,0,0,0
847.1367249,0.4649317,848.143607,C_40 H_32 O_21,C40H32O21,C_40 H_31 O_21,77,40,0.8,0.525,40,32,21,0,0,0,0,0,0
847.1580003,0.6372142,848.1647362,C_37 H_36 O_23,C37H36O23,C_37 H_35 O_23,328,37,0.973,0.622,37,36,23,0,0,0,0,0,0
847.1732439,0.6224984,848.1799924,C_41 H_36 O_20,C41H36O20,C_41 H_35 O_20,100,41,0.878,0.488,41,36,20,0,0,0,0,0,0
847.1942318,0.4558209,848.2011216,C_38 H_40 O_22,C38H40O22,C_38 H_39 O_22,340,38,1.053,0.579,38,40,22,0,0,0,0,0,0
847.2097079,0.7150788,848.2163778,C_42 H_40 O_19,C42H40O19,C_42 H_39 O_19,102,42,0.952,0.452,42,40,19,0,0,0,0,0,0
847.2305224,0.3440615,848.237507,C_39 H_44 O_21,C39H44O21,C_39 H_43 O_21,355,39,1.128,0.538,39,44,21,0,0,0,0,0,0
847.2450339,0.533873,848.2527631,C_43 H_44 O_18,C43H44O18,C_43 H_43 O_18,121,43,1.023,0.419,43,44,18,0,0,0,0,0,0
847.2668324,0.2551546,848.2738924,C_40 H_48 O_20,C40H48O20,C_40 H_47 O_20,363,40,1.2,0.5,40,48,20,0,0,0,0,0,0
847.2824598,0.6928222,848.2891485,C_44 H_48 O_17,C44H48O17,C_44 H_47 O_17,132,44,1.091,0.386,44,48,17,0,0,0,0,0,0
847.3033229,0.3790451,848.3102778,C_41 H_52 O_19,C41H52O19,C_41 H_51 O_19,361,41,1.268,0.463,41,52,19,0,0,0,0,0,0
847.339575,0.9672919,848.347672,C_64 H_48 S_1,C64H48S,C_64 H_47 S_1,2,64,0.75,0,64,48,0,0,1,0,0,0,0
847.3757583,0.016291,848.3830485,C_43 H_60 O_17,C43H60O17,C_43 H_59 O_17,391,43,1.395,0.395,43,60,17,0,0,0,0,0,0
848.1768095,0.8698879,849.1833472,C_40 H_36 O_20 C13_1,C41H36O20,C_40 H_35 O_20 C13_1,100,41,0.878,0.488,40,36,20,0,0,0,0,0,1
848.1975923,0.4618909,849.2044765,C_37 H_40 O_22 C13_1,C38H40O22,C_37 H_39 O_22 C13_1,340,38,1.053,0.579,37,40,22,0,0,0,0,0,1
848.3437925,0.0495708,849.3510268,C_63 H_48 S_1 C13_1,C64H48S,C_63 H_47 S_1 C13_1,2,64,0.75,0,63,48,0,0,1,0,0,0,1
849.100843,0.5928611,850.1076155,C_35 H_30 O_25,C35H30O25,C_35 H_29 O_25,328,35,0.857,0.714,35,30,25,0,0,0,0,0,0
849.1161696,0.6756842,850.1228716,C_39 H_30 O_22,C39H30O22,C_39 H_29 O_22,100,39,0.769,0.564,39,30,22,0,0,0,0,0,0
849.1371333,0.4809218,850.1440009,C_36 H_34 O_24,C36H34O24,C_36 H_33 O_24,340,36,0.944,0.667,36,34,24,0,0,0,0,0,0
849.1523791,0.4687602,850.159257,C_40 H_34 O_21,C40H34O21,C_40 H_33 O_21,102,40,0.85,0.525,40,34,21,0,0,0,0,0,0
849.1735326,0.497326,850.1803862,C_37 H_38 O_23,C37H38O23,C_37 H_37 O_23,355,37,1.027,0.622,37,38,23,0,0,0,0,0,0
849.1885432,0.2084908,850.1956424,C_41 H_38 O_20,C41H38O20,C_41 H_37 O_20,121,41,0.927,0.488,41,38,20,0,0,0,0,0,0
849.2096829,0.2208048,850.2167716,C_38 H_42 O_22,C38H42O22,C_38 H_41 O_22,363,38,1.105,0.579,38,42,22,0,0,0,0,0,0
849.2251318,0.4475023,850.2320278,C_42 H_42 O_19,C42H42O19,C_42 H_41 O_19,132,42,1,0.452,42,42,19,0,0,0,0,0,0
849.2462205,0.3998466,850.253157,C_39 H_46 O_21,C39H46O21,C_39 H_45 O_21,361,39,1.179,0.538,39,46,21,0,0,0,0,0,0
849.261487,0.4120321,850.2684131,C_43 H_46 O_18,C43H46O18,C_43 H_45 O_18,155,43,1.07,0.419,43,46,18,0,0,0,0,0,0
849.2824249,0.1869692,850.2895424,C_40 H_50 O_20,C40H50O20,C_40 H_49 O_20,387,40,1.25,0.5,40,50,20,0,0,0,0,0,0
849.2975518,0.0349392,850.3047985,C_44 H_50 O_17,C44H50O17,C_44 H_49 O_17,209,44,1.136,0.386,44,50,17,0,0,0,0,0,0
849.3186878,0.04294,850.3259278,C_41 H_54 O_19,C41H54O19,C_41 H_53 O_19,391,41,1.317,0.463,41,54,19,0,0,0,0,0,0
849.3333895,0.6091759,850.3411839,C_45 H_54 O_16,C45H54O16,C_45 H_53 O_16,229,45,1.2,0.356,45,54,16,0,0,0,0,0,0
849.3552175,0.2125788,850.3623131,C_42 H_58 O_18,C42H58O18,C_42 H_57 O_18,376,42,1.381,0.429,42,58,18,0,0,0,0,0,0
849.3914736,0.0605645,850.3986985,C_43 H_62 O_17,C43H62O17,C_43 H_61 O_17,379,43,1.442,0.395,43,62,17,0,0,0,0,0,0
851.0945495,0.3642229,852.1021362,C_38 H_28 O_23,C38H28O23,C_38 H_27 O_23,102,38,0.737,0.605,38,28,23,0,0,0,0,0,0
851.1159331,0.0656255,852.1232655,C_35 H_32 O_25,C35H32O25,C_35 H_31 O_25,355,35,0.914,0.714,35,32,25,0,0,0,0,0,0
851.1309726,0.3199399,852.1385216,C_39 H_32 O_22,C39H32O22,C_39 H_31 O_22,121,39,0.821,0.564,39,32,22,0,0,0,0,0,0
851.1523415,0.0386054,852.1596509,C_36 H_36 O_24,C36H36O24,C_36 H_35 O_24,363,36,1,0.667,36,36,24,0,0,0,0,0,0
851.1672584,0.4367791,852.174907,C_40 H_36 O_21,C40H36O21,C_40 H_35 O_21,132,40,0.9,0.525,40,36,21,0,0,0,0,0,0
851.1886708,0.1044713,852.1960362,C_37 H_40 O_23,C37H40O23,C_37 H_39 O_23,361,37,1.081,0.622,37,40,23,0,0,0,0,0,0
851.2037213,0.3456914,852.2112924,C_41 H_40 O_20,C41H40O20,C_41 H_39 O_20,155,41,0.976,0.488,41,40,20,0,0,0,0,0,0
851.2247571,0.4553795,852.2324216,C_38 H_44 O_22,C38H44O22,C_38 H_43 O_22,387,38,1.158,0.579,38,44,22,0,0,0,0,0,0
851.2398632,0.6313967,852.2476778,C_42 H_44 O_19,C42H44O19,C_42 H_43 O_19,209,42,1.048,0.452,42,44,19,0,0,0,0,0,0
851.2612941,0.2774395,852.268807,C_39 H_48 O_21,C39H48O21,C_39 H_47 O_21,391,39,1.231,0.538,39,48,21,0,0,0,0,0,0
851.276183,0.7083289,852.2840631,C_43 H_48 O_18,C43H48O18,C_43 H_47 O_18,229,43,1.116,0.419,43,48,18,0,0,0,0,0,0
851.297432,0.567811,852.3051924,C_40 H_52 O_20,C40H52O20,C_40 H_51 O_20,376,40,1.3,0.5,40,52,20,0,0,0,0,0,0
851.3128601,0.3659916,852.3204485,C_44 H_52 O_17,C44H52O17,C_44 H_51 O_17,237,44,1.182,0.386,44,52,17,0,0,0,0,0,0
851.333848,0.5318974,852.3415778,C_41 H_56 O_19,C41H56O19,C_41 H_55 O_19,379,41,1.366,0.463,41,56,19,0,0,0,0,0,0
851.3496096,0.0611598,852.3568339,C_45 H_56 O_16,C45H56O16,C_45 H_55 O_16,270,45,1.244,0.356,45,56,16,0,0,0,0,0,0
852.1549906,0.8657755,853.1630057,C_35 H_36 O_24 C13_1,C36H36O24,C_35 H_35 O_24 C13_1,363,36,1,0.667,35,36,24,0,0,0,0,0,1
852.2067953,0.6745259,853.2146472,C_40 H_40 O_20 C13_1,C41H40O20,C_40 H_39 O_20 C13_1,155,41,0.976,0.488,40,40,20,0,0,0,0,0,1
852.3005879,0.8002587,853.3085472,C_39 H_52 O_20 C13_1,C40H52O20,C_39 H_51 O_20 C13_1,376,40,1.3,0.5,39,52,20,0,0,0,0,0,1
853.0740336,0.1063224,854.0814009,C_37 H_26 O_24,C37H26O24,C_37 H_25 O_24,121,37,0.703,0.649,37,26,24,0,0,0,0,0,0
853.1104235,0.1010247,854.1177862,C_38 H_30 O_23,C38H30O23,C_38 H_29 O_23,132,38,0.789,0.605,38,30,23,0,0,0,0,0,0
853.1309681,0.7855766,854.1389155,C_35 H_34 O_25,C35H34O25,C_35 H_33 O_25,361,35,0.971,0.714,35,34,25,0,0,0,0,0,0
853.1468426,0.5388512,854.1536588,C_52 H_26 O_11 N_2,C52H26N2O11,C_52 H_25 O_11 N_2,2,52,0.5,0.212,52,26,11,2,0,0,0,0,0
853.1674174,0.7106064,854.1753009,C_36 H_38 O_24,C36H38O24,C_36 H_37 O_24,387,36,1.056,0.667,36,38,24,0,0,0,0,0,0
853.1830355,0.2869009,854.190557,C_40 H_38 O_21,C40H38O21,C_40 H_37 O_21,209,40,0.95,0.525,40,38,21,0,0,0,0,0,0
853.2040889,0.3756939,854.2116862,C_37 H_42 O_23,C37H42O23,C_37 H_41 O_23,391,37,1.135,0.622,37,42,23,0,0,0,0,0,0
853.219517,0.1743495,854.2269424,C_41 H_42 O_20,C41H42O20,C_41 H_41 O_20,229,41,1.024,0.488,41,42,20,0,0,0,0,0,0
853.2557176,0.3906268,854.2633278,C_42 H_46 O_19,C42H46O19,C_42 H_45 O_19,237,42,1.095,0.452,42,46,19,0,0,0,0,0,0
853.2764638,0.8390397,854.284457,C_39 H_50 O_21,C39H50O21,C_39 H_49 O_21,379,39,1.282,0.538,39,50,21,0,0,0,0,0,0
853.2919976,0.5140142,854.2997131,C_43 H_50 O_18,C43H50O18,C_43 H_49 O_18,270,43,1.163,0.419,43,50,18,0,0,0,0,0,0
853.3132407,0.3807072,854.3208424,C_40 H_54 O_20,C40H54O20,C_40 H_53 O_20,354,40,1.35,0.5,40,54,20,0,0,0,0,0,0
853.3281363,0.8027128,854.3360985,C_44 H_54 O_17,C44H54O17,C_44 H_53 O_17,278,44,1.227,0.386,44,54,17,0,0,0,0,0,0
853.3644432,0.8945544,854.3724839,C_45 H_58 O_16,C45H58O16,C_45 H_57 O_16,291,45,1.289,0.356,45,58,16,0,0,0,0,0,0
854.1136589,0.2406548,855.1211411,C_37 H_30 O_23 C13_1,C38H30O23,C_37 H_29 O_23 C13_1,132,38,0.789,0.605,37,30,23,0,0,0,0,0,1
854.1493567,0.4450156,855.1570137,C_51 H_26 O_11 N_2 C13_1,C52H26N2O11,C_51 H_25 O_11 N_2 C13_1,2,52,0.5,0.212,51,26,11,2,0,0,0,0,1
854.2589242,0.5634971,855.2666826,C_41 H_46 O_19 C13_1,C42H46O19,C_41 H_45 O_19 C13_1,237,42,1.095,0.452,41,46,19,0,0,0,0,0,1
855.0898045,0.0351537,856.0970509,C_37 H_28 O_24,C37H28O24,C_37 H_27 O_24,155,37,0.757,0.649,37,28,24,0,0,0,0,0,0
855.1112174,0.3664177,856.1181801,C_34 H_32 O_26,C34H32O26,C_34 H_31 O_26,387,34,0.941,0.765,34,32,26,0,0,0,0,0,0
855.1263092,0.1744763,856.1334362,C_38 H_32 O_23,C38H32O23,C_38 H_31 O_23,209,38,0.842,0.605,38,32,23,0,0,0,0,0,0
855.1474503,0.1883643,856.1545655,C_35 H_36 O_25,C35H36O25,C_35 H_35 O_25,391,35,1.029,0.714,35,36,25,0,0,0,0,0,0
855.162523,0.0259656,856.1698216,C_39 H_36 O_22,C39H36O22,C_39 H_35 O_22,229,39,0.923,0.564,39,36,22,0,0,0,0,0,0
855.1778884,0.1017257,856.1850778,C_43 H_36 O_19,C43H36O19,C_43 H_35 O_19,40,43,0.837,0.442,43,36,19,0,0,0,0,0,0
855.1843282,0.7635803,856.1909509,C_36 H_40 O_24,C36H40O24,C_36 H_39 O_24,376,36,1.111,0.667,36,40,24,0,0,0,0,0,0
855.1990456,0.1344022,856.206207,C_40 H_40 O_21,C40H40O21,C_40 H_39 O_21,237,40,1,0.525,40,40,21,0,0,0,0,0,0
855.2200977,0.0442826,856.2273362,C_37 H_44 O_23,C37H44O23,C_37 H_43 O_23,379,37,1.189,0.622,37,44,23,0,0,0,0,0,0
855.2356461,0.3855915,856.2425924,C_41 H_44 O_20,C41H44O20,C_41 H_43 O_20,270,41,1.073,0.488,41,44,20,0,0,0,0,0,0
855.2717485,0.0551316,856.2789778,C_42 H_48 O_19,C42H48O19,C_42 H_47 O_19,278,42,1.143,0.452,42,48,19,0,0,0,0,0,0
855.293339,0.5937448,856.300107,C_39 H_52 O_21,C39H52O21,C_39 H_51 O_21,354,39,1.333,0.538,39,52,21,0,0,0,0,0,0
855.308042,0.0522459,856.3153631,C_43 H_52 O_18,C43H52O18,C_43 H_51 O_18,291,43,1.209,0.419,43,52,18,0,0,0,0,0,0
855.3444507,0.0249757,856.3517485,C_44 H_56 O_17,C44H56O17,C_44 H_55 O_17,328,44,1.273,0.386,44,56,17,0,0,0,0,0,0
855.3806375,0.2568602,856.3881339,C_45 H_60 O_16,C45H60O16,C_45 H_59 O_16,340,45,1.333,0.356,45,60,16,0,0,0,0,0,0
856.0933962,0.311492,857.1004057,C_36 H_28 O_24 C13_1,C37H28O24,C_36 H_27 O_24 C13_1,155,37,0.757,0.649,36,28,24,0,0,0,0,0,1
856.1661222,0.6326025,857.1739409,C_62 H_23 O_3 N_3,C62H23N3O3,C_62 H_22 O_3 N_3,4,62,0.371,0.048,62,23,3,3,0,0,0,0,0
857.0849776,0.7953084,858.0915716,C_40 H_26 O_22,C40H26O22,C_40 H_25 O_22,22,40,0.65,0.55,40,26,22,0,0,0,0,0,0
857.1062324,0.9416015,858.1127009,C_37 H_30 O_24,C37H30O24,C_37 H_29 O_24,229,37,0.811,0.649,37,30,24,0,0,0,0,0,0
857.1212084,0.6151526,858.127957,C_41 H_30 O_21,C41H30O21,C_41 H_29 O_21,40,41,0.732,0.512,41,30,21,0,0,0,0,0,0
857.1272756,0.8413145,858.1338301,C_34 H_34 O_26,C34H34O26,C_34 H_33 O_26,376,34,1,0.765,34,34,26,0,0,0,0,0,0
857.1422135,0.470481,858.1490862,C_38 H_34 O_23,C38H34O23,C_38 H_33 O_23,237,38,0.895,0.605,38,34,23,0,0,0,0,0,0
857.1577885,0.8419616,858.1643424,C_42 H_34 O_20,C42H34O20,C_42 H_33 O_20,52,42,0.81,0.476,42,34,20,0,0,0,0,0,0
857.1633373,0.4641105,858.1702155,C_35 H_38 O_25,C35H38O25,C_35 H_37 O_25,379,35,1.086,0.714,35,38,25,0,0,0,0,0,0
857.1785917,0.462084,858.1854716,C_39 H_38 O_22,C39H38O22,C_39 H_37 O_22,270,39,0.974,0.564,39,38,22,0,0,0,0,0,0
857.1938148,0.4234683,858.2007278,C_43 H_38 O_19,C43H38O19,C_43 H_37 O_19,13,43,0.884,0.442,43,38,19,0,0,0,0,0,0
857.2150531,0.6248975,858.2228659,C_62 H_34 O_3 S_1,C62H34O3S,C_62 H_33 O_3 S_1,2,62,0.548,0.048,62,34,3,0,1,0,0,0,0
857.2513495,0.4468874,858.2582424,C_41 H_46 O_20,C41H46O20,C_41 H_45 O_20,291,41,1.122,0.488,41,46,20,0,0,0,0,0,0
857.2877046,0.4116265,858.2946278,C_42 H_50 O_19,C42H50O19,C_42 H_49 O_19,328,42,1.19,0.452,42,50,19,0,0,0,0,0,0
857.323949,0.2473812,858.3310131,C_43 H_54 O_18,C43H54O18,C_43 H_53 O_18,340,43,1.256,0.419,43,54,18,0,0,0,0,0,0
857.3603613,0.2786289,858.3673985,C_44 H_58 O_17,C44H58O17,C_44 H_57 O_17,355,44,1.318,0.386,44,58,17,0,0,0,0,0,0
858.1605373,0.135644,859.1676972,C_41 H_34 O_20 C13_1,C42H34O20,C_41 H_33 O_20 C13_1,52,42,0.81,0.476,41,34,20,0,0,0,0,0,1
858.1823422,0.9220398,859.1888265,C_38 H_38 O_22 C13_1,C39H38O22,C_38 H_37 O_22 C13_1,270,39,0.974,0.564,38,38,22,0,0,0,0,0,1
858.2189675,0.0270429,859.2262207,C_61 H_34 O_3 S_1 C13_1,C62H34O3S,C_61 H_33 O_3 S_1 C13_1,2,62,0.548,0.048,61,34,3,0,1,0,0,0,1
859.0849912,0.3512972,860.0919655,C_36 H_28 O_25,C36H28O25,C_36 H_27 O_25,237,36,0.778,0.694,36,28,25,0,0,0,0,0,0
859.098791,0.7457115,860.1067088,C_53 H_20 O_11 N_2,C53H20N2O11,C_53 H_19 O_11 N_2,11,53,0.377,0.208,53,20,11,2,0,0,0,0,0
859.135774,0.6471075,860.143607,C_41 H_32 O_21,C41H32O21,C_41 H_31 O_21,13,41,0.78,0.512,41,32,21,0,0,0,0,0,0
859.1577808,0.3731877,860.1647362,C_38 H_36 O_23,C38H36O23,C_38 H_35 O_23,278,38,0.947,0.605,38,36,23,0,0,0,0,0,0
859.17288,0.1907473,860.1799924,C_42 H_36 O_20,C42H36O20,C_42 H_35 O_20,73,42,0.857,0.476,42,36,20,0,0,0,0,0,0
859.1942958,0.5238342,860.2011216,C_39 H_40 O_22,C39H40O22,C_39 H_39 O_22,291,39,1.026,0.564,39,40,22,0,0,0,0,0,0
859.2306818,0.5245118,860.237507,C_40 H_44 O_21,C40H44O21,C_40 H_43 O_21,328,40,1.1,0.525,40,44,21,0,0,0,0,0,0
859.2669441,0.3814911,860.2738924,C_41 H_48 O_20,C41H48O20,C_41 H_47 O_20,340,41,1.171,0.488,41,48,20,0,0,0,0,0,0
859.3033407,0.3944761,860.3102778,C_42 H_52 O_19,C42H52O19,C_42 H_51 O_19,355,42,1.238,0.452,42,52,19,0,0,0,0,0,0
859.3396246,0.2764524,860.3466631,C_43 H_56 O_18,C43H56O18,C_43 H_55 O_18,363,43,1.302,0.419,43,56,18,0,0,0,0,0,0
859.3762087,0.5074261,860.3830485,C_44 H_60 O_17,C44H60O17,C_44 H_59 O_17,361,44,1.364,0.386,44,60,17,0,0,0,0,0,0
860.1973207,0.1401746,861.2044765,C_38 H_40 O_22 C13_1,C39H40O22,C_38 H_39 O_22 C13_1,291,39,1.026,0.564,38,40,22,0,0,0,0,0,1
860.2337587,0.2012271,861.2408618,C_39 H_44 O_21 C13_1,C40H44O21,C_39 H_43 O_21 C13_1,328,40,1.1,0.525,39,44,21,0,0,0,0,0,1
861.0788881,0.221653,862.0859734,C_52 H_18 O_12 N_2,C52H18N2O12,C_52 H_17 O_12 N_2,7,52,0.346,0.231,52,18,12,2,0,0,0,0,0
861.0997742,0.6551936,862.1076155,C_36 H_30 O_25,C36H30O25,C_36 H_29 O_25,278,36,0.833,0.694,36,30,25,0,0,0,0,0,0
861.1152453,0.4058727,862.1228716,C_40 H_30 O_22,C40H30O22,C_40 H_29 O_22,73,40,0.75,0.55,40,30,22,0,0,0,0,0,0
861.1364564,0.2839538,862.1434881,C_50 H_26 O_13 N_2,C50H26N2O13,C_50 H_25 O_13 N_2,4,50,0.52,0.26,50,26,13,2,0,0,0,0,0
861.1515681,0.4784234,862.159257,C_41 H_34 O_21,C41H34O21,C_41 H_33 O_21,77,41,0.829,0.512,41,34,21,0,0,0,0,0,0
861.1729275,0.2114396,862.1803862,C_38 H_38 O_23,C38H38O23,C_38 H_37 O_23,328,38,1,0.605,38,38,23,0,0,0,0,0,0
861.1877927,0.6648785,862.1956424,C_42 H_38 O_20,C42H38O20,C_42 H_37 O_20,100,42,0.905,0.476,42,38,20,0,0,0,0,0,0
861.2093293,0.1924296,862.2167716,C_39 H_42 O_22,C39H42O22,C_39 H_41 O_22,340,39,1.077,0.564,39,42,22,0,0,0,0,0,0
861.2240599,0.8019286,862.2320278,C_43 H_42 O_19,C43H42O19,C_43 H_41 O_19,102,43,0.977,0.442,43,42,19,0,0,0,0,0,0
861.245536,0.399587,862.253157,C_40 H_46 O_21,C40H46O21,C_40 H_45 O_21,355,40,1.15,0.525,40,46,21,0,0,0,0,0,0
861.2608661,0.3138444,862.2684131,C_44 H_46 O_18,C44H46O18,C_44 H_45 O_18,121,44,1.045,0.409,44,46,18,0,0,0,0,0,0
861.2818924,0.4331598,862.2895424,C_41 H_50 O_20,C41H50O20,C_41 H_49 O_20,363,41,1.22,0.488,41,50,20,0,0,0,0,0,0
861.2972773,0.2838858,862.3047985,C_45 H_50 O_17,C45H50O17,C_45 H_49 O_17,132,45,1.111,0.378,45,50,17,0,0,0,0,0,0
861.3183287,0.3741174,862.3259278,C_42 H_54 O_19,C42H54O19,C_42 H_53 O_19,361,42,1.286,0.452,42,54,19,0,0,0,0,0,0
861.3909247,0.5767011,862.3986985,C_44 H_62 O_17,C44H62O17,C_44 H_61 O_17,391,44,1.409,0.386,44,62,17,0,0,0,0,0,0
862.1391566,0.474865,863.1468429,C_49 H_26 O_13 N_2 C13_1,C50H26N2O13,C_49 H_25 O_13 N_2 C13_1,4,50,0.52,0.26,49,26,13,2,0,0,0,0,1
862.1756723,0.9178946,863.1837411,C_37 H_38 O_23 C13_1,C38H38O23,C_37 H_37 O_23 C13_1,328,38,1,0.605,37,38,23,0,0,0,0,0,1
862.1911413,0.6713706,863.1989972,C_41 H_38 O_20 C13_1,C42H38O20,C_41 H_37 O_20 C13_1,100,42,0.905,0.476,41,38,20,0,0,0,0,0,1
862.2848921,0.8440375,863.2928972,C_40 H_50 O_20 C13_1,C41H50O20,C_40 H_49 O_20 C13_1,363,41,1.22,0.488,40,50,20,0,0,0,0,0,1
863.094246,0.7103772,864.1021362,C_39 H_28 O_23,C39H28O23,C_39 H_27 O_23,77,39,0.718,0.59,39,28,23,0,0,0,0,0,0
863.1153925,0.6903719,864.1232655,C_36 H_32 O_25,C36H32O25,C_36 H_31 O_25,328,36,0.889,0.694,36,32,25,0,0,0,0,0,0
863.1305956,0.7517111,864.1385216,C_40 H_32 O_22,C40H32O22,C_40 H_31 O_22,100,40,0.8,0.55,40,32,22,0,0,0,0,0,0
863.1520317,0.3966514,864.1596509,C_37 H_36 O_24,C37H36O24,C_37 H_35 O_24,340,37,0.973,0.649,37,36,24,0,0,0,0,0,0
863.1671338,0.5748238,864.174907,C_41 H_36 O_21,C41H36O21,C_41 H_35 O_21,102,41,0.878,0.512,41,36,21,0,0,0,0,0,0
863.1881783,0.6729056,864.1960362,C_38 H_40 O_23,C38H40O23,C_38 H_39 O_23,355,38,1.053,0.605,38,40,23,0,0,0,0,0,0
863.2034782,0.6222892,864.2112924,C_42 H_40 O_20,C42H40O20,C_42 H_39 O_20,121,42,0.952,0.476,42,40,20,0,0,0,0,0,0
863.2245981,0.6329979,864.2324216,C_39 H_44 O_22,C39H44O22,C_39 H_43 O_22,363,39,1.128,0.564,39,44,22,0,0,0,0,0,0
863.2396137,0.9113553,864.2476778,C_43 H_44 O_19,C43H44O19,C_43 H_43 O_19,132,43,1.023,0.442,43,44,19,0,0,0,0,0,0
863.2608479,0.7898336,864.268807,C_40 H_48 O_21,C40H48O21,C_40 H_47 O_21,361,40,1.2,0.525,40,48,21,0,0,0,0,0,0
863.297382,0.617781,864.3051924,C_41 H_52 O_20,C41H52O20,C_41 H_51 O_20,387,41,1.268,0.488,41,52,20,0,0,0,0,0,0
863.3124286,0.8602361,864.3204485,C_45 H_52 O_17,C45H52O17,C_45 H_51 O_17,209,45,1.156,0.378,45,52,17,0,0,0,0,0,0
863.3337835,0.5991119,864.3415778,C_42 H_56 O_19,C42H56O19,C_42 H_55 O_19,391,42,1.333,0.452,42,56,19,0,0,0,0,0,0
864.2070234,0.4014682,865.2146472,C_41 H_40 O_20 C13_1,C42H40O20,C_41 H_39 O_20 C13_1,121,42,0.952,0.476,41,40,20,0,0,0,0,0,1
